lat	lon	Date (MM/DD/YYYY)	Time	Time (Fract. Sec)	Site Name	Chlorophyll RFU	Chlorophyll ug/L	Cond µS/cm	Depth m	fDOM QSU	fDOM RFU	nLF Cond µS/cm	ODO % sat	ODO % CB	ODO mg/L	Pressure psi a	Sal psu	SpCond µS/cm	TAL PE RFU	TAL PE ug/L	TDS mg/L	Turbidity FNU	TSS mg/L	pH	pH mV	Temp °C	Vertical Position m	Altitude m	Battery V	Cable Pwr V	Barometer mmHg
25.90926	-80.13665	10/7/22	13:10:37	0	<None>	0.39	1.67	50291.2	0.17	18.69	6.24	47335.4	94.6	94.6	6.24	0.246	30.93	47623.5	0.74	2.02	30955	0.02	0	7.86	-75.1	27.933	-0.138	3.1	5.83	12.1	1443.6
25.90924	-80.13667	10/7/22	13:10:52	0	<None>	0.38	1.61	50292.8	0.065	19.81	6.61	47337.3	94.8	94.8	6.25	0.094	30.93	47625.3	0.79	2.17	30956	-0.26	0	7.84	-74.2	27.932	0.017	2.5	5.83	12.1	1443.6
25.90923	-80.13665	10/7/22	13:11:07	0	<None>	0.42	1.78	50184.8	-0.02	19.77	6.6	47237.2	95	95	6.27	-0.029	30.85	47524.5	0.76	2.09	30891	-0.3	0	7.84	-74.3	27.931	-0.022	1.6	5.83	12.1	1443.6
25.90927	-80.1366	10/7/22	13:11:22	0	<None>	0.4	1.69	50566.7	-0.017	19.04	6.35	47597.2	95.1	95.1	6.27	-0.025	31.12	47886.6	0.81	2.23	31126	-0.28	0	7.84	-74.4	27.93	-0.091	1.4	5.83	12.1	1443.6
25.90929	-80.13654	10/7/22	13:11:37	0	<None>	0.36	1.53	51278.2	-0.05	17.39	5.81	48267.3	94.4	94.4	6.21	-0.072	31.61	48560.7	0.74	2.04	31564	-0.25	0	7.85	-74.9	27.93	-0.073	1.3	5.83	12.1	1443.6
25.9093	-80.13645	10/7/22	13:11:52	0	<None>	0.45	1.9	50383.8	-0.077	19.55	6.53	47408.5	94.9	94.9	6.26	-0.111	30.98	47698.5	0.72	1.98	31004	-0.3	0	7.85	-74.5	27.948	-0.141	0.7	5.83	12.1	1443.6
25.90933	-80.13637	10/7/22	13:12:07	0	<None>	0.39	1.64	50300.4	-0.114	20.35	6.79	47317.1	94.9	94.9	6.26	-0.165	30.91	47607.9	0.7	1.92	30945	-0.29	0	7.84	-74	27.961	-0.164	0.1	5.83	12.1	1443.6
25.90938	-80.13631	10/7/22	13:12:22	0	<None>	0.42	1.79	50510	-0.142	19.91	6.64	47515.5	94.7	94.7	6.24	-0.206	31.06	47807.4	0.75	2.06	31075	-0.29	0	7.84	-74.1	27.96	-0.158	-0.7	5.83	12.1	1443.6
25.90941	-80.13629	10/7/22	13:12:37	0	<None>	0.4	1.71	50969.5	-0.114	18.81	6.28	47945.1	94.1	94.1	6.19	-0.165	31.37	48240	0.79	2.18	31356	-0.25	0	7.84	-74.4	27.962	-0.094	-0.8	5.83	12.1	1443.5
25.90947	-80.13631	10/7/22	13:12:52	0	<None>	0.34	1.44	50701.2	-0.076	18.71	6.24	47691	94.1	94.1	6.2	-0.11	31.19	47984.4	0.72	1.99	31190	-0.29	0	7.84	-74.4	27.964	-0.081	-1	5.83	12.1	1443.6
25.90952	-80.13632	10/7/22	13:13:07	0	<None>	0.36	1.53	50814.2	-0.056	18.64	6.22	47792.2	93.8	93.8	6.17	-0.081	31.26	48086.8	0.7	1.93	31256	-0.3	0	7.84	-74.3	27.97	0.001	-0.1	5.83	12.1	1443.7
25.90954	-80.13635	10/7/22	13:13:22	0	<None>	0.39	1.65	50785.6	-0.037	19.17	6.4	47764	93.9	93.9	6.18	-0.054	31.24	48058.6	0.67	1.85	31238	-0.29	0	7.84	-74.3	27.971	-0.027	-0.3	5.83	12.1	1443.8
25.90959	-80.13637	10/7/22	13:13:37	0	<None>	0.35	1.49	50915.4	-0.033	18.77	6.26	47890	93.8	93.8	6.17	-0.047	31.33	48185	0.72	1.98	31320	-0.3	0	7.84	-74.3	27.967	-0.112	0	5.83	12.1	1443.6
25.90965	-80.13639	10/7/22	13:13:52	0	<None>	0.36	1.53	50502.8	-0.074	19.53	6.52	47502.2	95	95	6.26	-0.107	31.05	47794.7	0.65	1.78	31067	-0.32	0	7.84	-74.3	27.967	-0.064	-0.6	5.83	12.1	1443.6
25.90972	-80.13642	10/7/22	13:14:07	0	<None>	0.34	1.46	50684	-0.098	19.14	6.39	47674.4	95	95	6.26	-0.143	31.17	47967.8	0.69	1.91	31179	-0.31	0	7.84	-74.4	27.965	-0.1	-0.4	5.83	12.1	1443.6
25.90978	-80.13644	10/7/22	13:14:22	0	<None>	0.38	1.6	50915.9	-0.1	17.57	5.86	47901.3	94.7	94.7	6.23	-0.146	31.34	48195.2	0.65	1.78	31327	-0.3	0	7.85	-74.9	27.956	-0.133	-0.7	5.83	12.1	1443.6
25.90987	-80.13645	10/7/22	13:14:37	0	<None>	0.39	1.66	50410	-0.131	19.58	6.53	47411.4	94.3	94.3	6.21	-0.19	30.98	47703.7	0.68	1.88	31007	-0.29	0	7.84	-74.3	27.97	-0.235	-0.5	5.83	12.1	1443.7
25.91	-80.13645	10/7/22	13:14:52	0	<None>	0.4	1.71	50147.1	-0.193	21.32	7.11	47146.6	92.8	92.8	6.12	-0.28	30.79	47439.2	0.68	1.88	30835	-0.23	0	7.82	-73	27.989	-0.265	-0.4	5.83	12.1	1443.6
25.91014	-80.13642	10/7/22	13:15:07	0	<None>	0.39	1.65	50369.6	-0.257	21.65	7.23	47324.2	91.3	91.3	6.01	-0.372	30.92	47621.3	0.75	2.07	30954	-0.22	0	7.81	-72.4	28.022	-0.297	0	5.83	12.1	1443.6
25.91029	-80.13638	10/7/22	13:15:22	0	<None>	0.43	1.8	50253.1	-0.282	26.58	8.87	47049.4	70	70	4.61	-0.409	30.73	47362.6	0.75	2.05	30786	0.14	0	7.54	-55.8	28.199	-0.277	0.7	5.83	12.1	1443.6
25.91038	-80.13642	10/7/22	13:15:37	0	<None>	0.43	1.81	50404.5	-0.253	33.96	11.33	47056.8	64.1	64.1	4.2	-0.367	30.74	47384.7	0.92	2.53	30800	0.41	0	7.59	-59.3	28.337	-0.232	-0.1	5.83	12.1	1443.6
25.9105	-80.13643	10/7/22	13:15:52	0	<None>	0.47	1.98	50379.1	-0.234	34.46	11.49	46915.2	52.1	52.1	3.41	-0.34	30.64	47255	0.98	2.69	30716	0.67	0	7.49	-53.3	28.461	-0.281	-0.1	5.83	12.1	1443.5
25.91064	-80.13645	10/7/22	13:16:07	0	<None>	0.45	1.9	49911.5	-0.26	38.66	12.9	46455.4	48.4	48.4	3.17	-0.377	30.31	46794.5	1.1	3.01	30416	0.74	0	7.49	-53	28.487	-0.309	-0.6	5.83	12.1	1443.6
25.91079	-80.13646	10/7/22	13:16:22	0	<None>	0.45	1.89	50126.8	-0.299	37.71	12.58	46721.5	48.3	48.3	3.17	-0.433	30.5	47055.4	1.05	2.88	30586	0.71	0	7.5	-53.5	28.417	-0.299	-0.7	5.83	12.1	1443.5
25.91086	-80.13647	10/7/22	13:16:37	0	<None>	0.39	1.65	51136.8	-0.253	33.27	11.1	47826.1	53.6	53.6	3.51	-0.366	31.3	48150	0.97	2.66	31297	0.62	0	7.61	-60.5	28.246	-0.109	0.1	5.83	12.1	1443.4
25.91089	-80.13648	10/7/22	13:16:52	0	<None>	0.39	1.63	51658.9	-0.145	28.63	9.55	48367.6	52.4	52.4	3.43	-0.21	31.69	48689.4	0.96	2.63	31648	0.61	0	7.61	-60.6	28.193	0.011	0.7	5.83	12.1	1443.4
25.91088	-80.13651	10/7/22	13:17:07	0	<None>	0.39	1.66	51862.9	-0.043	27.73	9.25	48564.4	55.1	55.1	3.6	-0.062	31.84	48886.8	0.87	2.4	31776	0.58	0	7.63	-61.6	28.187	-0.066	1.3	5.83	12.1	1443.4
25.91095	-80.13658	10/7/22	13:17:22	0	<None>	0.41	1.74	50766.2	-0.079	30.82	10.28	47436	54.2	54.2	3.55	-0.114	31.02	47762	0.96	2.63	31045	0.54	0	7.6	-59.8	28.293	-0.246	2.2	5.83	12.1	1443.4
25.91107	-80.13663	10/7/22	13:17:37	0	<None>	0.43	1.81	50122.7	-0.189	32.93	10.99	46689	56.1	56.1	3.68	-0.275	30.48	47025.8	1.04	2.87	30567	0.41	0	7.57	-58.1	28.448	-0.261	0.9	5.83	12.1	1443.3
25.91109	-80.13667	10/7/22	13:17:52	0	<None>	0.41	1.71	51796.8	-0.189	28.19	9.4	48469.1	57.9	57.9	3.78	-0.273	31.77	48794.6	0.87	2.38	31716	0.49	0	7.62	-60.7	28.221	0.008	2	5.83	12.1	1443.4
25.91108	-80.13668	10/7/22	13:18:07	0	<None>	0.43	1.8	52038.3	-0.086	26.35	8.79	48753.8	57.9	57.9	3.78	-0.125	31.98	49074.8	0.96	2.63	31899	0.55	0	7.65	-62.9	28.162	0.006	0.2	5.83	12.1	1443.5
25.91107	-80.13667	10/7/22	13:18:22	0	<None>	0.39	1.64	52181	0.01	25.75	8.59	48888.8	57.7	57.7	3.77	0.014	32.08	49210.6	0.86	2.37	31987	0.61	0	7.66	-63.2	28.16	0.03	-2.3	5.83	12.1	1443.5
25.91105	-80.1367	10/7/22	13:18:37	0	<None>	0.39	1.64	52181.1	0.008	25.53	8.52	48890.1	57.4	57.4	3.75	0.012	32.08	49211.7	0.79	2.18	31988	0.6	0	7.66	-63.3	28.159	-0.011	-1.9	5.83	12.1	1443.5
25.91104	-80.13672	10/7/22	13:18:52	0	<None>	0.44	1.84	51996.5	-0.003	26.57	8.86	48703.2	56.8	56.8	3.71	-0.005	31.94	49025.1	0.82	2.27	31866	0.64	0	7.65	-62.8	28.173	-0.009	-0.4	5.83	12.1	1443.5
25.91107	-80.13675	10/7/22	13:19:07	0	<None>	0.42	1.76	51470.4	-0.022	29.14	9.72	48214.1	52.2	52.2	3.42	-0.032	31.58	48532.4	0.89	2.44	31546	0.66	0	7.63	-61.4	28.169	-0.163	0.9	5.83	12.1	1443.6
25.9111	-80.13675	10/7/22	13:19:22	0	<None>	0.46	1.95	51248.8	-0.036	31.32	10.45	47996.4	53.4	53.4	3.5	-0.052	31.42	48314.3	1.04	2.87	31404	0.72	0	7.59	-59.2	28.18	0.006	-0.7	5.83	12.1	1443.8
25.91116	-80.13679	10/7/22	13:19:37	0	<None>	0.44	1.86	50599.2	-0.082	32.86	10.96	47267.5	45.9	45.9	3.01	-0.119	30.89	47593.7	1.06	2.9	30936	0.69	0	7.45	-50.7	28.306	-0.238	0.6	5.83	12.1	1443.7
25.91123	-80.13685	10/7/22	13:19:52	0	<None>	0.43	1.82	50346.5	-0.123	36.1	12.04	46820.4	49.6	49.6	3.25	-0.178	30.58	47166.6	0.99	2.71	30658	0.67	0	7.5	-53.7	28.53	-0.201	0.8	5.83	12.1	1443.8
25.91134	-80.13683	10/7/22	13:20:07	0	<None>	0.43	1.83	50408.9	-0.192	32.07	10.7	46728.6	47.5	47.5	3.1	-0.278	30.52	47090.6	0.91	2.5	30609	0.51	0	7.54	-56	28.689	-0.224	-1.2	5.83	12.1	1444
25.91145	-80.13679	10/7/22	13:20:22	0	<None>	0.49	2.08	49385.6	-0.208	44.83	14.95	46199.2	35.2	35.2	2.32	-0.301	30.11	46510.9	1.07	2.94	30232	1.16	0	7.41	-48.4	28.233	-0.257	-1.3	5.83	12.1	1444.1
25.91158	-80.13673	10/7/22	13:20:37	0	<None>	0.5	2.12	49104	-0.245	44.84	14.95	45911.4	35.8	35.8	2.36	-0.355	29.9	46223.8	1.16	3.19	30045	1.11	0	7.41	-48.2	28.261	-0.258	-3.5	5.83	12.1	1444.2
25.91168	-80.13673	10/7/22	13:20:52	0	<None>	0.5	2.1	50212.4	-0.231	41.57	13.86	47076.6	38.4	38.4	2.53	-0.335	30.74	47382.9	1.17	3.2	30799	0.96	0	7.51	-54.4	28.125	-0.108	-3	5.83	12.1	1444.2
25.91174	-80.13678	10/7/22	13:21:07	0	<None>	0.46	1.92	50241.7	-0.209	37.81	12.61	47131.7	39	39	2.57	-0.303	30.78	47435.4	1.07	2.93	30833	0.86	0	7.5	-53.9	28.099	-0.291	0.3	5.83	12.1	1444.4
25.91177	-80.13683	10/7/22	13:21:22	0	<None>	0.45	1.9	50493.3	-0.181	37.74	12.59	47346.3	40.4	40.4	2.66	-0.263	30.94	47653.7	1	2.74	30975	0.75	0	7.49	-53	28.119	-0.092	0.7	5.83	12.1	1444.5
25.91178	-80.13683	10/7/22	13:21:37	0	<None>	0.48	2.04	51490.9	-0.157	31.41	10.48	48294.2	44.1	44.1	2.89	-0.228	31.64	48606.4	1.07	2.93	31594	0.86	0	7.56	-57.4	28.107	-0.068	-1.3	5.83	12.1	1444.5
25.9118	-80.13683	10/7/22	13:21:52	0	<None>	0.45	1.91	51313.5	-0.092	31.91	10.64	48154.8	45.3	45.3	2.97	-0.134	31.53	48463.2	1.02	2.82	31501	0.86	0	7.57	-58.1	28.079	-0.146	-3.3	5.83	12.1	1444.6
25.91185	-80.13688	10/7/22	13:22:07	0	<None>	0.48	2.01	50406.7	-0.144	37.3	12.44	47358.9	41.5	41.5	2.73	-0.209	30.95	47656.2	1.01	2.77	30977	0.78	0	7.52	-55.1	28.022	-0.256	-2.4	5.83	12.1	1444.5
25.91194	-80.13694	10/7/22	13:22:22	0	<None>	0.44	1.88	49532.8	-0.231	39.38	13.14	46336.2	46.1	46.1	3.04	-0.334	30.21	46648.9	0.87	2.4	30322	0.54	0	7.48	-52.2	28.239	-0.297	-2.2	5.83	12.1	1444.6
25.91202	-80.137	10/7/22	13:22:37	0	<None>	0.38	1.61	49162.1	-0.28	37.85	12.63	46024.3	49	49	3.24	-0.405	29.98	46331.1	0.78	2.13	30115	0	0	7.48	-52.2	28.197	-0.294	-1.8	5.83	12.1	1444.8
25.91211	-80.13708	10/7/22	13:22:52	0	<None>	0.4	1.68	49243.1	-0.297	36.65	12.22	46153.2	50.1	50.1	3.31	-0.43	30.07	46455.1	0.8	2.19	30196	0.04	0	7.49	-53.1	28.141	-0.301	0.5	5.83	12.1	1444.9
25.91219	-80.13716	10/7/22	13:23:07	0	<None>	0.41	1.75	49796	-0.294	38	12.67	46808.7	43	43	2.84	-0.426	30.54	47100	0.91	2.5	30615	0.44	0	7.49	-52.8	27.997	-0.29	1.5	5.83	12.1	1445.1
25.91227	-80.13721	10/7/22	13:23:22	0	<None>	0.45	1.88	49000	-0.289	38.83	12.95	45966.8	44.6	44.6	2.95	-0.418	29.93	46263	0.85	2.34	30071	0.1	0	7.47	-51.7	28.097	-0.272	0.3	5.83	12.1	1445.1
25.91234	-80.13727	10/7/22	13:23:37	0	<None>	0.48	2.03	48395.9	-0.277	43.57	14.53	45381.9	39.7	39.7	2.63	-0.401	29.51	45676.3	0.97	2.67	29690	0.49	0	7.41	-48.3	28.117	-0.266	0	5.83	12.1	1445.1
25.91242	-80.13734	10/7/22	13:23:52	0	<None>	0.5	2.12	48243.9	-0.282	48.12	16.05	45268.1	33.4	33.4	2.22	-0.408	29.42	45558.7	1.09	3	29613	0.87	0	7.36	-45.2	28.086	-0.289	0.3	5.83	12.1	1445.4
25.91249	-80.13739	10/7/22	13:24:07	0	<None>	0.57	2.41	48558.2	-0.285	50.97	17	45642.7	25.6	25.6	1.7	-0.412	29.69	45927.1	1.21	3.31	29853	1.39	0	7.33	-43.6	27.999	-0.265	0.6	5.83	12.1	1445.3
25.91259	-80.13746	10/7/22	13:24:22	0	<None>	0.6	2.53	48573.8	-0.306	52.4	17.47	45685.5	23.3	23.3	1.55	-0.443	29.72	45967.1	1.36	3.74	29879	1.43	0	7.33	-43.1	27.969	-0.344	0.7	5.83	12.1	1445.5
25.91267	-80.13752	10/7/22	13:24:37	0	<None>	0.52	2.2	48488.2	-0.309	50.97	17	45620.2	29.6	29.6	1.96	-0.448	29.67	45899.7	1.3	3.56	29835	1.33	0	7.34	-43.6	27.953	-0.341	-0.8	5.83	12.1	1445.7
25.91271	-80.13759	10/7/22	13:24:52	0	<None>	0.52	2.21	48948.6	-0.289	48.71	16.24	46016.9	27.3	27.3	1.81	-0.418	29.97	46302.8	1.18	3.24	30097	1.19	0	7.35	-44.7	27.99	-0.187	-0.9	5.83	12.1	1445.8
25.91273	-80.13766	10/7/22	13:25:07	0	<None>	0.6	2.5	48712.7	-0.26	51.8	17.28	45918.1	21.5	21.5	1.43	-0.377	29.89	46190.2	1.43	3.92	30024	1.53	0	7.36	-45.1	27.858	-0.287	-0.4	5.83	12.1	1445.8
25.91273	-80.13774	10/7/22	13:25:22	0	<None>	0.6	2.53	48650.8	-0.221	54.37	18.13	45883.6	20.1	20.1	1.34	-0.32	29.86	46152.9	1.52	4.18	29999	1.6	0	7.41	-48.1	27.834	-0.084	-2.1	5.83	12.1	1446
25.91272	-80.13776	10/7/22	13:25:37	0	<None>	0.58	2.42	49888.8	-0.19	47.22	15.75	47078	26.1	26.1	1.73	-0.276	30.73	47351.5	1.38	3.8	30778	1.42	0	7.42	-48.6	27.805	-0.173	-3.3	5.83	12.1	1446
